type,normal,mc_without_assertion,mc_with_assertion,test_case,tx_id
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid] Transfer from sub account -> main account, meets margin req(short)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid] Transfer from sub account -> main account, meets margin req(short)",3
SCHEDULE_CONFIG,292471,305961,371024,"[Valid] Transfer from sub account -> main account, meets margin req(short)",4
SET_CONFIG,536063,553520,614615,"[Valid] Transfer from sub account -> main account, meets margin req(short)",5
MARK_PRICE_TICK,264701,285330,345634,"[Valid] Transfer from sub account -> main account, meets margin req(short)",6
CREATE_ACCOUNT,255974,282950,333731,"[Valid] Transfer from sub account -> main account, meets margin req(short)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid] Transfer from sub account -> main account, meets margin req(short)",8
DEPOSIT,263906,282157,342460,"[Valid] Transfer from sub account -> main account, meets margin req(short)",9
TRANSFER,285330,298819,364676,"[Valid] Transfer from sub account -> main account, meets margin req(short)",10
CREATE_ACCOUNT,255974,282950,333731,"[Valid] Transfer from sub account -> main account, meets margin req(short)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid] Transfer from sub account -> main account, meets margin req(short)",12
DEPOSIT,263906,282157,342460,"[Valid] Transfer from sub account -> main account, meets margin req(short)",13
TRANSFER,285330,298819,364676,"[Valid] Transfer from sub account -> main account, meets margin req(short)",14
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid] Transfer from sub account -> main account, meets margin req(short)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid] Transfer from sub account -> main account, meets margin req(short)",16
TRADE,590811,611442,679679,"[Valid] Transfer from sub account -> main account, meets margin req(short)",17
TRANSFER,324210,338493,404349,"[Valid] Transfer from sub account -> main account, meets margin req(short)",18
INITIALIZE_CONFIG,556694,578116,655083,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",1
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",3
SCHEDULE_CONFIG,292471,305961,371024,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",4
SET_CONFIG,536063,553520,614615,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",5
MARK_PRICE_TICK,264701,285330,345634,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",6
CREATE_ACCOUNT,255974,282950,333731,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",8
DEPOSIT,263906,282157,342460,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",9
TRANSFER,285330,298819,364676,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",10
CREATE_ACCOUNT,255974,282950,333731,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",12
DEPOSIT,263906,282157,342460,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",13
TRANSFER,285330,298819,364676,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",14
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",16
TRADE,590811,611442,679679,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",17
TRANSFER,324210,338493,404349,"[Valid] Transfer from sub account -> sub account, meets margin req(short)",18
INITIALIZE_CONFIG,556694,578116,655083,"[Invalid] Transfer from sub account -> main account, below margin(long)",1
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid] Transfer from sub account -> main account, below margin(long)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid] Transfer from sub account -> main account, below margin(long)",3
SCHEDULE_CONFIG,292471,305961,371024,"[Invalid] Transfer from sub account -> main account, below margin(long)",4
SET_CONFIG,536063,553520,614615,"[Invalid] Transfer from sub account -> main account, below margin(long)",5
MARK_PRICE_TICK,264701,285330,345634,"[Invalid] Transfer from sub account -> main account, below margin(long)",6
CREATE_ACCOUNT,255974,282950,333731,"[Invalid] Transfer from sub account -> main account, below margin(long)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid] Transfer from sub account -> main account, below margin(long)",8
DEPOSIT,263906,282157,342460,"[Invalid] Transfer from sub account -> main account, below margin(long)",9
TRANSFER,285330,298819,364676,"[Invalid] Transfer from sub account -> main account, below margin(long)",10
CREATE_ACCOUNT,255974,282950,333731,"[Invalid] Transfer from sub account -> main account, below margin(long)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid] Transfer from sub account -> main account, below margin(long)",12
DEPOSIT,263906,282157,342460,"[Invalid] Transfer from sub account -> main account, below margin(long)",13
TRANSFER,285330,298819,364676,"[Invalid] Transfer from sub account -> main account, below margin(long)",14
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid] Transfer from sub account -> main account, below margin(long)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid] Transfer from sub account -> main account, below margin(long)",16
TRADE,590811,611442,679679,"[Invalid] Transfer from sub account -> main account, below margin(long)",17
INITIALIZE_CONFIG,556694,578116,655083,"[Invalid] Transfer from sub account -> sub account, below margin(long)",1
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid] Transfer from sub account -> sub account, below margin(long)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid] Transfer from sub account -> sub account, below margin(long)",3
SCHEDULE_CONFIG,292471,305961,371024,"[Invalid] Transfer from sub account -> sub account, below margin(long)",4
SET_CONFIG,536063,553520,614615,"[Invalid] Transfer from sub account -> sub account, below margin(long)",5
MARK_PRICE_TICK,264701,285330,345634,"[Invalid] Transfer from sub account -> sub account, below margin(long)",6
CREATE_ACCOUNT,255974,282950,333731,"[Invalid] Transfer from sub account -> sub account, below margin(long)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid] Transfer from sub account -> sub account, below margin(long)",8
DEPOSIT,263906,282157,342460,"[Invalid] Transfer from sub account -> sub account, below margin(long)",9
TRANSFER,285330,298819,364676,"[Invalid] Transfer from sub account -> sub account, below margin(long)",10
CREATE_ACCOUNT,255974,282950,333731,"[Invalid] Transfer from sub account -> sub account, below margin(long)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid] Transfer from sub account -> sub account, below margin(long)",12
DEPOSIT,263906,282157,342460,"[Invalid] Transfer from sub account -> sub account, below margin(long)",13
TRANSFER,285330,298819,364676,"[Invalid] Transfer from sub account -> sub account, below margin(long)",14
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid] Transfer from sub account -> sub account, below margin(long)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid] Transfer from sub account -> sub account, below margin(long)",16
TRADE,590811,611442,679679,"[Invalid] Transfer from sub account -> sub account, below margin(long)",17
INITIALIZE_CONFIG,556694,578116,655083,"[Invalid] Transfer from sub account -> main account, below margin(short)",1
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid] Transfer from sub account -> main account, below margin(short)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid] Transfer from sub account -> main account, below margin(short)",3
SCHEDULE_CONFIG,292471,305961,371024,"[Invalid] Transfer from sub account -> main account, below margin(short)",4
SET_CONFIG,536063,553520,614615,"[Invalid] Transfer from sub account -> main account, below margin(short)",5
MARK_PRICE_TICK,264701,285330,345634,"[Invalid] Transfer from sub account -> main account, below margin(short)",6
CREATE_ACCOUNT,255974,282950,333731,"[Invalid] Transfer from sub account -> main account, below margin(short)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid] Transfer from sub account -> main account, below margin(short)",8
DEPOSIT,263906,282157,342460,"[Invalid] Transfer from sub account -> main account, below margin(short)",9
TRANSFER,285330,298819,364676,"[Invalid] Transfer from sub account -> main account, below margin(short)",10
CREATE_ACCOUNT,255974,282950,333731,"[Invalid] Transfer from sub account -> main account, below margin(short)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid] Transfer from sub account -> main account, below margin(short)",12
DEPOSIT,263906,282157,342460,"[Invalid] Transfer from sub account -> main account, below margin(short)",13
TRANSFER,285330,298819,364676,"[Invalid] Transfer from sub account -> main account, below margin(short)",14
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid] Transfer from sub account -> main account, below margin(short)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid] Transfer from sub account -> main account, below margin(short)",16
TRADE,590811,611442,679679,"[Invalid] Transfer from sub account -> main account, below margin(short)",17
INITIALIZE_CONFIG,556694,578116,655083,"[Invalid] Transfer from sub account -> sub account, below margin(short)",1
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid] Transfer from sub account -> sub account, below margin(short)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid] Transfer from sub account -> sub account, below margin(short)",3
SCHEDULE_CONFIG,292471,305961,371024,"[Invalid] Transfer from sub account -> sub account, below margin(short)",4
SET_CONFIG,536063,553520,614615,"[Invalid] Transfer from sub account -> sub account, below margin(short)",5
