type,normal,mc_without_assertion,mc_with_assertion,test_case,tx_id
SET_CONFIG,534477,551933,613028,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",14
CREATE_ACCOUNT,255974,282950,333731,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",16
DEPOSIT,263906,282157,342460,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",17
TRANSFER,285330,298819,364676,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",18
CREATE_ACCOUNT,255974,282950,333731,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",20
DEPOSIT,263906,282157,342460,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",21
TRANSFER,285330,298819,364676,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",22
CREATE_ACCOUNT,255974,282950,333731,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",23
CREATE_SUB_ACCOUNT,268668,284537,348014,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",24
DEPOSIT,263906,282157,342460,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",25
TRANSFER,285330,298819,364676,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",26
TRADE,545585,565421,636832,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",27
MARK_PRICE_TICK,265494,285330,345634,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",28
TRADE,605094,626517,697134,"[WithMargin] Liquidation (Success Trade when trying to liquidate SubAccount Above MMargin)",29
INITIALIZE_CONFIG,556694,578116,655083,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",1
SCHEDULE_CONFIG,292471,305961,371024,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",4
SET_CONFIG,536063,553520,614615,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",5
MARK_PRICE_TICK,296439,310721,379752,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",6
CREATE_ACCOUNT,255974,282950,333731,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",8
SCHEDULE_CONFIG,292471,305961,371024,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",9
SET_CONFIG,534477,551933,613028,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",10
CREATE_ACCOUNT,255974,282950,333731,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",12
SCHEDULE_CONFIG,292471,305961,371024,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",13
SET_CONFIG,534477,551933,613028,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",14
CREATE_ACCOUNT,255974,282950,333731,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",16
DEPOSIT,263906,282157,342460,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",17
TRANSFER,285330,298819,364676,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",18
CREATE_ACCOUNT,255974,282950,333731,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",20
DEPOSIT,263906,282157,342460,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",21
TRANSFER,285330,298819,364676,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",22
CREATE_ACCOUNT,255974,282950,333731,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",23
CREATE_SUB_ACCOUNT,268668,284537,348014,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",24
DEPOSIT,263906,282157,342460,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",25
TRANSFER,285330,298819,364676,"[WithMargin] Liquidation (Fail Trade when trying to liquidate SubAccount Above MMargin)",26
INITIALIZE_CONFIG,556694,578116,655083,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",1
SCHEDULE_CONFIG,292471,305961,371024,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",4
SET_CONFIG,536063,553520,614615,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",5
MARK_PRICE_TICK,296439,310721,379752,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",6
CREATE_ACCOUNT,255974,282950,333731,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",8
SCHEDULE_CONFIG,292471,305961,371024,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",9
SET_CONFIG,534477,551933,613028,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",10
CREATE_ACCOUNT,255974,282950,333731,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",12
SCHEDULE_CONFIG,292471,305961,371024,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",13
SET_CONFIG,534477,551933,613028,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",14
CREATE_ACCOUNT,255974,282950,333731,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",16
DEPOSIT,263906,282157,342460,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",17
TRANSFER,285330,298819,364676,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",18
CREATE_ACCOUNT,255974,282950,333731,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",20
DEPOSIT,263906,282157,342460,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",21
TRANSFER,285330,298819,364676,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",22
CREATE_ACCOUNT,255974,282950,333731,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",23
CREATE_SUB_ACCOUNT,268668,284537,348014,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",24
DEPOSIT,263906,282157,342460,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",25
TRANSFER,285330,298819,364676,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",26
TRADE,545585,565421,636832,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",27
TRADE,510672,530508,601919,"[WithMargin] Liquidation (Insurance Fund can Trade when under MM, and in Negative Equity)",28
INITIALIZE_CONFIG,556694,578116,655083,"1 BTC Perp - buy above mark",1
SCHEDULE_CONFIG,292471,305961,371024,"1 BTC Perp - buy above mark",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"1 BTC Perp - buy above mark",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"1 BTC Perp - buy above mark",4
SET_CONFIG,536063,553520,614615,"1 BTC Perp - buy above mark",5
MARK_PRICE_TICK,319449,334525,405937,"1 BTC Perp - buy above mark",6
CREATE_ACCOUNT,255974,282950,333731,"1 BTC Perp - buy above mark",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"1 BTC Perp - buy above mark",8
CREATE_ACCOUNT,255974,282950,333731,"1 BTC Perp - buy above mark",9
CREATE_SUB_ACCOUNT,268668,284537,348014,"1 BTC Perp - buy above mark",10
DEPOSIT,263906,282157,342460,"1 BTC Perp - buy above mark",11
TRANSFER,285330,298819,364676,"1 BTC Perp - buy above mark",12
CREATE_ACCOUNT,255974,282950,333731,"1 BTC Perp - buy above mark",13
CREATE_SUB_ACCOUNT,268668,284537,348014,"1 BTC Perp - buy above mark",14
DEPOSIT,263906,282157,342460,"1 BTC Perp - buy above mark",15
TRANSFER,285330,298819,364676,"1 BTC Perp - buy above mark",16
TRADE,584464,605094,673331,"1 BTC Perp - buy above mark",17
MARK_PRICE_TICK,249626,284537,328970,"1 BTC Perp - buy above mark",18
INITIALIZE_CONFIG,556694,578116,655083,"1 BTC Perp - buy below mark",1
SCHEDULE_CONFIG,292471,305961,371024,"1 BTC Perp - buy below mark",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"1 BTC Perp - buy below mark",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"1 BTC Perp - buy below mark",4
SET_CONFIG,536063,553520,614615,"1 BTC Perp - buy below mark",5
MARK_PRICE_TICK,319449,334525,405937,"1 BTC Perp - buy below mark",6
CREATE_ACCOUNT,255974,282950,333731,"1 BTC Perp - buy below mark",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"1 BTC Perp - buy below mark",8
CREATE_ACCOUNT,255974,282950,333731,"1 BTC Perp - buy below mark",9
CREATE_SUB_ACCOUNT,268668,284537,348014,"1 BTC Perp - buy below mark",10
DEPOSIT,263906,282157,342460,"1 BTC Perp - buy below mark",11
TRANSFER,285330,298819,364676,"1 BTC Perp - buy below mark",12
CREATE_ACCOUNT,255974,282950,333731,"1 BTC Perp - buy below mark",13
CREATE_SUB_ACCOUNT,268668,284537,348014,"1 BTC Perp - buy below mark",14
DEPOSIT,263906,282157,342460,"1 BTC Perp - buy below mark",15
TRANSFER,285330,298819,364676,"1 BTC Perp - buy below mark",16
TRADE,584464,605094,673331,"1 BTC Perp - buy below mark",17
INITIALIZE_CONFIG,556694,578116,655083,"23 BTC Perp",1
SCHEDULE_CONFIG,292471,305961,371024,"23 BTC Perp",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"23 BTC Perp",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"23 BTC Perp",4
SET_CONFIG,536063,553520,614615,"23 BTC Perp",5
MARK_PRICE_TICK,319449,334525,405937,"23 BTC Perp",6
CREATE_ACCOUNT,255974,282950,333731,"23 BTC Perp",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"23 BTC Perp",8
CREATE_ACCOUNT,255974,282950,333731,"23 BTC Perp",9
CREATE_SUB_ACCOUNT,268668,284537,348014,"23 BTC Perp",10
DEPOSIT,263906,282157,342460,"23 BTC Perp",11
TRANSFER,285330,298819,364676,"23 BTC Perp",12
CREATE_ACCOUNT,255974,282950,333731,"23 BTC Perp",13
CREATE_SUB_ACCOUNT,268668,284537,348014,"23 BTC Perp",14
DEPOSIT,263906,282157,342460,"23 BTC Perp",15
TRANSFER,285330,298819,364676,"23 BTC Perp",16
TRADE,590811,611442,679679,"23 BTC Perp",17
INITIALIZE_CONFIG,556694,578116,655083,"1 ETH Perp",1
SCHEDULE_CONFIG,292471,305961,371024,"1 ETH Perp",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"1 ETH Perp",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"1 ETH Perp",4
SET_CONFIG,536063,553520,614615,"1 ETH Perp",5
MARK_PRICE_TICK,319449,334525,405937,"1 ETH Perp",6
CREATE_ACCOUNT,255974,282950,333731,"1 ETH Perp",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"1 ETH Perp",8
CREATE_ACCOUNT,255974,282950,333731,"1 ETH Perp",9
CREATE_SUB_ACCOUNT,268668,284537,348014,"1 ETH Perp",10
DEPOSIT,263906,282157,342460,"1 ETH Perp",11
TRANSFER,285330,298819,364676,"1 ETH Perp",12
CREATE_ACCOUNT,255974,282950,333731,"1 ETH Perp",13
CREATE_SUB_ACCOUNT,268668,284537,348014,"1 ETH Perp",14
DEPOSIT,263906,282157,342460,"1 ETH Perp",15
TRANSFER,285330,298819,364676,"1 ETH Perp",16
TRADE,584464,605094,673331,"1 ETH Perp",17
INITIALIZE_CONFIG,556694,578116,655083,"23 BTC Perp + 1 ETH Perp",1
SCHEDULE_CONFIG,292471,305961,371024,"23 BTC Perp + 1 ETH Perp",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"23 BTC Perp + 1 ETH Perp",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"23 BTC Perp + 1 ETH Perp",4
SET_CONFIG,536063,553520,614615,"23 BTC Perp + 1 ETH Perp",5
MARK_PRICE_TICK,319449,334525,405937,"23 BTC Perp + 1 ETH Perp",6
CREATE_ACCOUNT,255974,282950,333731,"23 BTC Perp + 1 ETH Perp",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"23 BTC Perp + 1 ETH Perp",8
CREATE_ACCOUNT,255974,282950,333731,"23 BTC Perp + 1 ETH Perp",9
CREATE_SUB_ACCOUNT,268668,284537,348014,"23 BTC Perp + 1 ETH Perp",10
DEPOSIT,263906,282157,342460,"23 BTC Perp + 1 ETH Perp",11
TRANSFER,285330,298819,364676,"23 BTC Perp + 1 ETH Perp",12
CREATE_ACCOUNT,255974,282950,333731,"23 BTC Perp + 1 ETH Perp",13
CREATE_SUB_ACCOUNT,268668,284537,348014,"23 BTC Perp + 1 ETH Perp",14
DEPOSIT,263906,282157,342460,"23 BTC Perp + 1 ETH Perp",15
TRANSFER,285330,298819,364676,"23 BTC Perp + 1 ETH Perp",16
TRADE,590811,611442,679679,"23 BTC Perp + 1 ETH Perp",17
TRADE,713797,736807,802664,"23 BTC Perp + 1 ETH Perp",18
INITIALIZE_CONFIG,556694,578116,655083,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",1
SCHEDULE_CONFIG,292471,305961,371024,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",4
SET_CONFIG,536063,553520,614615,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",5
MARK_PRICE_TICK,319449,334525,405937,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",6
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",8
DEPOSIT,263906,282157,342460,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",9
TRANSFER,285330,298819,364676,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",10
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",12
DEPOSIT,263906,282157,342460,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",13
TRANSFER,285330,298819,364676,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",14
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",16
DEPOSIT,263906,282157,342460,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",17
TRANSFER,285330,298819,364676,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",18
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",20
DEPOSIT,263906,282157,342460,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",21
TRANSFER,285330,298819,364676,"[Invalid Match] Taker is selling, but takerPrice > leg.limitPrice",22
INITIALIZE_CONFIG,556694,578116,655083,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",1
SCHEDULE_CONFIG,292471,305961,371024,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",4
SET_CONFIG,536063,553520,614615,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",5
MARK_PRICE_TICK,319449,334525,405937,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",6
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",8
DEPOSIT,263906,282157,342460,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",9
TRANSFER,285330,298819,364676,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",10
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",12
DEPOSIT,263906,282157,342460,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",13
TRANSFER,285330,298819,364676,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",14
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",16
DEPOSIT,263906,282157,342460,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",17
TRANSFER,285330,298819,364676,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",18
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",20
DEPOSIT,263906,282157,342460,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",21
TRANSFER,285330,298819,364676,"[Invalid Match] Taker is buying, but takerPrice < leg.limitPrice",22
INITIALIZE_CONFIG,556694,578116,655083,"[Invalid Match] Maker sizeMatched are all 0, single leg",1
SCHEDULE_CONFIG,292471,305961,371024,"[Invalid Match] Maker sizeMatched are all 0, single leg",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] Maker sizeMatched are all 0, single leg",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] Maker sizeMatched are all 0, single leg",4
SET_CONFIG,536063,553520,614615,"[Invalid Match] Maker sizeMatched are all 0, single leg",5
MARK_PRICE_TICK,319449,334525,405937,"[Invalid Match] Maker sizeMatched are all 0, single leg",6
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Maker sizeMatched are all 0, single leg",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Maker sizeMatched are all 0, single leg",8
DEPOSIT,263906,282157,342460,"[Invalid Match] Maker sizeMatched are all 0, single leg",9
TRANSFER,285330,298819,364676,"[Invalid Match] Maker sizeMatched are all 0, single leg",10
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Maker sizeMatched are all 0, single leg",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Maker sizeMatched are all 0, single leg",12
DEPOSIT,263906,282157,342460,"[Invalid Match] Maker sizeMatched are all 0, single leg",13
TRANSFER,285330,298819,364676,"[Invalid Match] Maker sizeMatched are all 0, single leg",14
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Maker sizeMatched are all 0, single leg",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Maker sizeMatched are all 0, single leg",16
DEPOSIT,263906,282157,342460,"[Invalid Match] Maker sizeMatched are all 0, single leg",17
TRANSFER,285330,298819,364676,"[Invalid Match] Maker sizeMatched are all 0, single leg",18
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Maker sizeMatched are all 0, single leg",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Maker sizeMatched are all 0, single leg",20
DEPOSIT,263906,282157,342460,"[Invalid Match] Maker sizeMatched are all 0, single leg",21
TRANSFER,285330,298819,364676,"[Invalid Match] Maker sizeMatched are all 0, single leg",22
INITIALIZE_CONFIG,556694,578116,655083,"[Invalid Match] Maker sizeMatched are all 0, single legs",1
SCHEDULE_CONFIG,292471,305961,371024,"[Invalid Match] Maker sizeMatched are all 0, single legs",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] Maker sizeMatched are all 0, single legs",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] Maker sizeMatched are all 0, single legs",4
SET_CONFIG,536063,553520,614615,"[Invalid Match] Maker sizeMatched are all 0, single legs",5
MARK_PRICE_TICK,319449,334525,405937,"[Invalid Match] Maker sizeMatched are all 0, single legs",6
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Maker sizeMatched are all 0, single legs",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Maker sizeMatched are all 0, single legs",8
DEPOSIT,263906,282157,342460,"[Invalid Match] Maker sizeMatched are all 0, single legs",9
TRANSFER,285330,298819,364676,"[Invalid Match] Maker sizeMatched are all 0, single legs",10
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Maker sizeMatched are all 0, single legs",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Maker sizeMatched are all 0, single legs",12
DEPOSIT,263906,282157,342460,"[Invalid Match] Maker sizeMatched are all 0, single legs",13
TRANSFER,285330,298819,364676,"[Invalid Match] Maker sizeMatched are all 0, single legs",14
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Maker sizeMatched are all 0, single legs",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Maker sizeMatched are all 0, single legs",16
DEPOSIT,263906,282157,342460,"[Invalid Match] Maker sizeMatched are all 0, single legs",17
TRANSFER,285330,298819,364676,"[Invalid Match] Maker sizeMatched are all 0, single legs",18
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] Maker sizeMatched are all 0, single legs",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] Maker sizeMatched are all 0, single legs",20
DEPOSIT,263906,282157,342460,"[Invalid Match] Maker sizeMatched are all 0, single legs",21
TRANSFER,285330,298819,364676,"[Invalid Match] Maker sizeMatched are all 0, single legs",22
INITIALIZE_CONFIG,556694,578116,655083,"[Invalid Match] SubAccount does not exist",1
SCHEDULE_CONFIG,292471,305961,371024,"[Invalid Match] SubAccount does not exist",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] SubAccount does not exist",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] SubAccount does not exist",4
SET_CONFIG,536063,553520,614615,"[Invalid Match] SubAccount does not exist",5
MARK_PRICE_TICK,319449,334525,405937,"[Invalid Match] SubAccount does not exist",6
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] SubAccount does not exist",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] SubAccount does not exist",8
DEPOSIT,263906,282157,342460,"[Invalid Match] SubAccount does not exist",9
TRANSFER,285330,298819,364676,"[Invalid Match] SubAccount does not exist",10
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] SubAccount does not exist",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] SubAccount does not exist",12
DEPOSIT,263906,282157,342460,"[Invalid Match] SubAccount does not exist",13
TRANSFER,285330,298819,364676,"[Invalid Match] SubAccount does not exist",14
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] SubAccount does not exist",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] SubAccount does not exist",16
DEPOSIT,263906,282157,342460,"[Invalid Match] SubAccount does not exist",17
TRANSFER,285330,298819,364676,"[Invalid Match] SubAccount does not exist",18
CREATE_ACCOUNT,255974,282950,333731,"[Invalid Match] SubAccount does not exist",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Invalid Match] SubAccount does not exist",20
DEPOSIT,263906,282157,342460,"[Invalid Match] SubAccount does not exist",21
TRANSFER,285330,298819,364676,"[Invalid Match] SubAccount does not exist",22
INITIALIZE_CONFIG,556694,578116,655083,"[Invalid Match] Trade same side",1
SCHEDULE_CONFIG,292471,305961,371024,"[Invalid Match] Trade same side",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] Trade same side",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Invalid Match] Trade same side",4
SET_CONFIG,536063,553520,614615,"[Invalid Match] Trade same side",5
MARK_PRICE_TICK,319449,334525,405937,"[Invalid Match] Trade same side",6
